Manufacturer;OrderDate;Brand;Category;Tyre type;Season;Stud;Run flat;Width;Ratio;Diameter;Load Index;Speed Index;Load Index;Speed Index;Pattern;Weight;OE;Marking;EAN;IPC;Energy;Grip;Rolling noise;Noise echo class;Quantity;List Price ;Net Price ;Currency;PS Account Number;PS Member Name;City
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;35;19;91;Y; ; ;P-ZERO;10028;AO1; ;8019227291407;2914000; ; ; ; ;4;230;114.37;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;35;19;91;Y; ; ;P-ZERO;10059; ; ;8019227281347;2813400; ; ; ; ;4;235;115.66;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;40;18;91;Y; ; ;PZERO ROSSO ASIMMETRICO;10916;N4; ;8019227254099;2540900; ; ; ; ;2;219;112.1;EUR;8004940;COMMERCIALE  PNEUMATICI  SRL;PRADAMANO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;40;18;95;Y; ; ;PZERO NERO GT;10372; ; ;8019227238464;2384600; ; ; ; ;4;168;85.11;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;45;17;94;W; ; ;CINTURATO P7;11146; ; ;8019227200171;2001700; ; ; ; ;4;158.5;85.77;EUR;8018471;PORFIDI GOMME SRL;FORNACE
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;45;17;97;Y; ; ;PZERO;10768; ; ;8019227174427;1744200; ; ; ; ;-1;208.5;87.57;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;45;17;97;Y; ; ;PZERO NERO GT;10619; ; ;8019227238402;2384000; ; ; ; ;2;142.5;70.13;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;45;17;97;Y; ; ;PZERO NERO GT;10619; ; ;8019227238402;2384000; ; ; ; ;4;142.5;72.2;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;235;45;18;98;Y; ; ;PZERO NERO GT;10975; ; ;8019227238457;2384500; ; ; ; ;2;218.5;109.71;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;245;35;20;95;Y; ; ;P-ZERO;9400;MGT; ;8019227313611;3136100; ; ; ; ;2;331;166.21;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;245;35;20;95;Y; ; ;P-ZERO;9400;MGT; ;8019227313611;3136100; ; ; ; ;2;331;179.11;EUR;8001523;GARDA GOMME DI A & G SNC;ARCO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;245;40;18;97;Y; ; ;PZERO;10206;MO; ;8019227194944;1949400; ; ; ; ;2;182;98.49;EUR;8017183;LK KOMJANC LUIGI SRL;GORIZIA
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;245;40;18;97;Y; ; ;PZERO NERO GT;11174; ; ;8019227237351;2373500; ; ; ; ;4;174;88.15;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;245;45;18;100;Y; ; ;P-ZERO;10267; ; ;8019227274301;2743000; ; ; ; ;2;206.5;103.69;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;245;45;18;100;Y; ; ;P-ZERO;10267; ; ;8019227274301;2743000; ; ; ; ;4;206.5;101.63;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;255;35;18;94;Y; ; ;PZERO;11210;MORO1; ;8019227180046;1800400; ; ; ; ;2;217;111.08;EUR;8001333;PIERIS GOMME S.R.L.;SAN CANZIAN D'ISONZO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;255;35;19;96;Y; ; ;PZERO;10429;MO; ;8019227199758;1997500; ; ; ; ;2;245.5;123.27;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;255;35;20;97;Y; ; ;P-ZERO;11527;J; ;8019227274028;2740200; ; ; ; ;4;280.5;142.11;EUR;8005361;SPRINT GOMME SNC;SOAVE
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;255;40;19;100;Y; ; ;PZERO;12513;AO; ;8019227199642;1996400; ; ; ; ;4;263;130.78;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;255;40;19;100;Y; ; ;PZERO;12056;MO; ;8019227271331;2713300; ; ; ; ;2;263;132.06;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;255;45;19;100;Y; ; ;PZERO;13152;AO; ;8019227212556;2125500; ; ; ; ;4;310.5;158.94;EUR;8017820;COGO DAMIANO;MONTECCHIO MAGGIORE
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;285;35;20;100;Y; ; ;P-ZERO;12937;MGT; ;8019227313628;3136200; ; ; ; ;2;386;193.82;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;Car; ;SUMMER; ;0;295;35;18;99;Y; ; ;PZERO ROSSO ASIMMETRICO;12885; ; ;8019227259315;2593100; ; ; ; ;2;461.5;236.23;EUR;8004940;COMMERCIALE  PNEUMATICI  SRL;PRADAMANO
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;1;225;45;18;95;V; ; ;WINTER 240 SOTTOZERO SERIE II;11608;*; ;8019227235494;2354900; ; ; ; ;2;394;139.48;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;1;245;45;18;100;V; ; ;WINTER SOTTOZERO 3;13036;*MOE; ;8019227247961;2479600; ; ; ; ;2;454.5;171.8;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;175;65;14;82;T; ; ;CINTURATO WINTER;7009; ; ;8019227269970;2699700; ; ; ; ;2;110.5;40.15;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;175;65;15;84;T; ; ;CINTURATO WINTER;7708; ; ;8019227268676;2686700; ; ; ; ;4;121;46.57;EUR;8019631;FURLANGOMME SRL;UDINE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;185;65;15;92;T; ; ;CINTURATO WINTER;8176; ; ;8019227268720;2687200; ; ; ; ;1;135.5;53.21;EUR;8005361;SPRINT GOMME SNC;SOAVE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;205;50;17;93;V; ; ;WINTER 240 SOTTOZERO SERIE II;9375; ; ;8019227181319;1813100; ; ; ; ;-2;247.5;87.89;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;205;55;16;91;H; ; ;WINTER 210 SOTTOZERO SERIE II;8933; ; ;8019227181326;1813200; ; ; ; ;4;163;57.17;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;205;55;16;94;H; ; ;CINTURATO WINTER;9127; ; ;8019227268850;2688500; ; ; ; ;2;197;77.37;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;205;55;17;95;H; ; ;WINTER SOTTOZERO 3;9936;J; ;8019227256390;2563900; ; ; ; ;2;313;122.92;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;205;60;16;92;H; ; ;WINTER SOTTOZERO 3;8671;MO; ;8019227271973;2719700; ; ; ; ;2;183;72.72;EUR;8015314;GIACOBAZZI GOMME DI ALBERTO G.;MONTEGROTTO TERME
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;205;60;16;96;H; ; ;WINTER SOTTOZERO 3;9856; ; ;8019227265316;2653100; ; ; ; ;4;196;69.56;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;215;50;17;95;V; ; ;WINTER 240 SOTTOZERO SERIE II;9500; ; ;8019227198102;1981000; ; ; ; ;2;261.5;92.1;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;215;55;17;98;V; ; ;WINTER SOTTOZERO 3;10603; ; ;8019227235074;2350700; ; ; ; ;4;288.5;114.51;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;215;60;17;96;T; ; ;CINTURATO WINTER;9856; ; ;8019227278293;2782900; ; ; ; ;1;268.5;99.8;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;40;18;92;V; ; ;WINTER SOTTOZERO 3;9298; ; ;8019227235104;2351000; ; ; ; ;1;275.5;99.69;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;45;17;91;H; ; ;WINTER SOTTOZERO 3;9430; ; ;8019227220193;2201900; ; ; ; ;2;238.5;94.66;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;45;17;94;V; ; ;WINTER 240 SOTTOZERO SERIE II;9896; ; ;8019227182750;1827500; ; ; ; ;9;249.5;87.41;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;45;17;94;V; ; ;WINTER SOTTOZERO 3;9431; ; ;8019227220209;2202000; ; ; ; ;2;263;104.39;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;45;17;94;V; ; ;WINTER SOTTOZERO 3;9431; ; ;8019227220209;2202000; ; ; ; ;-1;255;107.74;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;45;19;96;V; ; ;WINTER SOTTOZERO 3;10810; ; ;8019227251692;2516900; ; ; ; ;1;459;173.5;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;225;55;17;101;V; ; ;WINTER SOTTOZERO 3;11143; ; ;8019227235159;2351500; ; ; ; ;4;296;110.02;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;275;35;19;100;W; ; ;WINTER 270 SOTTOZERO SERIE II;12339;MO; ;8019227281507;2815000; ; ; ; ;2;673;254.4;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;Car; ;WINTER; ;0;145;;13;74;Q; ; ;WINTER 160;6299; ; ;8019227099744;997400; ; ; ; ;5;115.5;45.84;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;175;70;14;88;H; ; ;SCORPION ATR;7970; ; ;8019227269192;2691900; ; ; ; ;4;114;60.02;EUR;8001762;DRAGO LORENZO GOMME & C.SNC;TAGLIO DI PO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;60;17;96;V; ; ;SCORPION VERDE ALL SEASON;11016; ; ;8019227262575;2625700; ; ; ; ;4;171;79.61;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;60;17;96;V; ; ;SCORPION VERDE ALL SEASON;11016; ; ;8019227262575;2625700; ; ; ; ;4;171;80.44;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;60;17;96;V; ; ;SCORPION VERDE ALL SEASON;11016; ; ;8019227262575;2625700; ; ; ; ;6;171;80.44;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;60;17;96;V; ; ;SCORPION VERDE ALL SEASON;11016; ; ;8019227262575;2625700; ; ; ; ;4;171;80.44;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;65;16;98;V; ; ;SCORPION VERDE ALL SEASON;10529; ; ;8019227195354;1953500; ; ; ; ;4;142.5;68.25;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;65;16;98;V; ; ;SCORPION VERDE ALL SEASON;10529; ; ;8019227195354;1953500; ; ; ; ;4;142.5;67.55;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;65;16;98;V; ; ;SCORPION VERDE ALL SEASON;10529; ; ;8019227195354;1953500; ; ; ; ;4;142.5;68.25;EUR;8052402;FRATTINI GOMME;CESANO BOSCONE
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;215;65;16;102;V; ; ;CINTURATO ALL SEASON PLUS;10782; ; ;8019227309089;3090800; ; ; ; ;2;151.5;81.81;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;235;55;17;99;V; ; ;SCORPION VERDE ALL SEASON;12091; ; ;8019227195361;1953600; ; ; ; ;4;175.5;86.37;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;235;55;17;99;V; ; ;SCORPION VERDE ALL SEASON;12091; ; ;8019227195361;1953600; ; ; ; ;2;175.5;89.83;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;235;65;17;108;V; ; ;SCORPION VERDE ALL SEASON;14346; ; ;8019227236927;2369200; ; ; ; ;2;169;80.44;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;275;45;20;110;V; ; ;SCORPION VERDE ALL SEASON;15488;VOL; ;8019227276510;2765100; ; ; ; ;4;310.5;157.31;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;225;65;17;102;H; ; ;SCORPION VERDE ALL SEASON;12810; ; ;8019227259513;2595100; ; ; ; ;8;169.5;83.42;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;225;65;17;102;H; ; ;SCORPION VERDE ALL SEASON;12810; ; ;8019227259513;2595100; ; ; ; ;4;169.5;85.11;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;235;55;18;104;V; ; ;SCORPION VERDE ALL SEASON;13638; ; ;8019227207996;2079900; ; ; ; ;4;200;101.33;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;235;55;19;105;V; ; ;SCORPION VERDE ALL SEASON;13826;LR; ;8019227195989;1959800; ; ; ; ;4;233;105.67;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;ALL SEASONS; ;0;235;60;18;107;V; ; ;SCORPION VERDE ALL SEASON;13982;LR; ;8019227205602;2056000; ; ; ; ;4;212;107.41;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;1;255;45;20;101;W; ; ;SCORPION VERDE;15567;MOE; ;8019227278934;2789300; ; ; ; ;4;441;236.19;EUR;8052508;VILLANI SNC;CASINALBO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;1;275;40;20;106;W; ; ;P-ZERO;17383;*; ;8019227261806;2618000; ; ; ; ;4;406.5;208.08;EUR;8001762;DRAGO LORENZO GOMME & C.SNC;TAGLIO DI PO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;1;315;35;20;110;W; ; ;P-ZERO;18815;*; ;8019227264524;2645200; ; ; ; ;4;572.5;293.05;EUR;8001762;DRAGO LORENZO GOMME & C.SNC;TAGLIO DI PO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;225;45;19;96;W; ; ;SCORPION VERDE;11511; ; ;8019227242874;2428700; ; ; ; ;4;262;128.94;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;225;60;18;100;H; ; ;SCORPION VERDE;12590; ; ;8019227237306;2373000; ; ; ; ;4;198.5;99.67;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;225;65;17;102;H; ; ;SCORPION VERDE;12782; ; ;8019227213089;2130800; ; ; ; ;2;172.5;81.41;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;225;65;17;102;H; ; ;SCORPION VERDE;12782; ; ;8019227213089;2130800; ; ; ; ;4;172.5;81.41;EUR;8004940;COMMERCIALE  PNEUMATICI  SRL;PRADAMANO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;235;50;18;97;V; ; ;SCORPION VERDE;11604;AO; ;8019227190137;1901300; ; ; ; ;4;217;101.4;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;235;50;18;97;V; ; ;SCORPION VERDE;11604;AO; ;8019227190137;1901300; ; ; ; ;4;217;100.36;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;235;60;18;103;V; ; ;SCORPION VERDE;13742; ; ;8019227191639;1916300; ; ; ; ;4;193.5;95.23;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;255;45;20;101;W; ; ;SCORPION VERDE;14505;AO; ;8019227263824;2638200; ; ; ; ;4;379;190.31;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;SUMMER; ;0;255;55;19;111;W; ; ;PZERO;15139;JLR; ;8019227252880;2528800; ; ; ; ;4;234.5;115.41;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;SUV; ;WINTER; ;0;235;55;18;104;H; ; ;SCORPION WINTER;12918; ; ;8019227227321;2273200; ; ; ; ;4;335.5;121.45;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;WINTER; ;0;235;60;18;107;H; ; ;SCORPION WINTER;13723; ; ;8019227227307;2273000; ; ; ; ;4;302.5;109.51;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;WINTER; ;0;235;65;17;104;H; ; ;SCORPION WINTER;14257;MO; ;8019227263176;2631700; ; ; ; ;4;297;117.88;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;WINTER; ;0;255;50;19;107;V; ; ;SCORPION WINTER;14883; ; ;8019227227406;2274000; ; ; ; ;-4;373;133.53;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;SUV; ;WINTER; ;0;255;55;19;111;V; ; ;SCORPION WINTER;16070;J; ;8019227252330;2523300; ; ; ; ;8;495.5;179.37;EUR;8043214;BREMBATI GOMME SRL;MILANO
PIRELLI;201803;PIRELLI;SUV; ;WINTER; ;0;255;60;18;112;H; ; ;SCORPION WINTER;16003;MO-V; ;8019227280883;2808800; ; ; ; ;2;354.5;137.55;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;light truck; ;ALL SEASONS; ;0;195;75;16;110/108;R; ; ;CARRIER ALL SEASON;13423; ; ;8019227285307;2853000; ; ; ; ;4;142.5;76.95;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;light truck; ;ALL SEASONS; ;0;205;65;16;107/105;T; ; ;CARRIER ALL SEASON;13083; ; ;8019227279634;2796300; ; ; ; ;2;179.5;96.93;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;light truck; ;ALL SEASONS; ;0;215;65;16;109/107;T; ; ;CARRIER ALL SEASON;14603; ; ;8019227256604;2566000; ; ; ; ;2;187;100.98;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;light truck; ;ALL SEASONS; ;0;225;70;15;112/110;S; ; ;CARRIER ALL SEASON;15355; ; ;8019227279641;2796400; ; ; ; ;4;171;89.11;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;175;70;14;95/93;T; ; ;CARRIER;8678; ; ;8019227216301;2163000; ; ; ; ;2;119;62.66;EUR;8001304;SOLIGO S.N.C. DI SOLIGO R.L. & C.;QUINTO DI TREVISO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;175;70;14;95/93;T; ; ;CARRIER;8678; ; ;8019227216301;2163000; ; ; ; ;4;119;62.01;EUR;8005361;SPRINT GOMME SNC;SOAVE
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;185;75;16;104/102;R; ; ;CARRIER;12783; ; ;8019227216349;2163400; ; ; ; ;4;147;77.4;EUR;8004940;COMMERCIALE  PNEUMATICI  SRL;PRADAMANO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;195;60;16;99/97;H; ; ;CARRIER;9567; ; ;8019227243772;2437700; ; ; ; ;4;148.5;78.19;EUR;8001762;DRAGO LORENZO GOMME & C.SNC;TAGLIO DI PO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;195;75;16;107/105;T; ; ;CARRIER;13500; ; ;8019227249675;2496700; ; ; ; ;2;136.5;71.87;EUR;8017820;COGO DAMIANO;MONTECCHIO MAGGIORE
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;195;75;16;107/105;T; ; ;CARRIER;13500; ; ;8019227249675;2496700; ; ; ; ;2;136.5;71.87;EUR;8001487;MOSCONI GOMME E SERVICE S.A.S;GREZZANA
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;205;70;15;106/104;R; ; ;CARRIER;13168; ; ;8019227216448;2164400; ; ; ; ;2;138;74.52;EUR;8001432;PIVA GOMME SCHIO S.R.L.;SCHIO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;205;70;15;106/104;R; ; ;CARRIER;13168; ; ;8019227216448;2164400; ; ; ; ;12;138;72.66;EUR;8017820;COGO DAMIANO;MONTECCHIO MAGGIORE
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;205;75;16;110/108;R; ; ;CARRIER;14516; ; ;8019227216455;2164500; ; ; ; ;2;163;85.82;EUR;8004940;COMMERCIALE  PNEUMATICI  SRL;PRADAMANO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;215;60;16;103/101;T; ; ;CARRIER;12506; ; ;8019227216462;2164600; ; ; ; ;4;181;95.3;EUR;8017820;COGO DAMIANO;MONTECCHIO MAGGIORE
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;215;70;15;109;R; ; ;CARRIER CAMPER;13895; ; ;8019227250282;2502800; ; ; ; ;2;177;92.24;EUR;8005347;GUGLIELMO VITTORIO SRL;ROVIGO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;225;65;16;112/110;R; ; ;CARRIER;14666; ; ;8019227216509;2165000; ; ; ; ;4;191.5;98.96;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;225;70;15;112/110;S; ; ;CARRIER;14907; ; ;8019227216516;2165100; ; ; ; ;2;160;84.24;EUR;8017820;COGO DAMIANO;MONTECCHIO MAGGIORE
PIRELLI;201803;PIRELLI;light truck; ;SUMMER; ;0;235;60;17;117/115;R; ; ;CARRIER;16520; ; ;8019227216547;2165400; ; ; ; ;1;227;113.98;EUR;8005783;LUSI GOMMA S.R.L.;BUONCONVENTO
PIRELLI;201803;PIRELLI;light truck; ;WINTER; ;0;225;65;16;112/110;R; ; ;CARRIER WINTER;14187; ; ;8019227243048;2430400; ; ; ; ;12;259.5;105.45;EUR;8004940;COMMERCIALE  PNEUMATICI  SRL;PRADAMANO
PIRELLI;201803;PIRELLI;light truck; ;WINTER; ;0;225;70;15;112/110;R; ; ;CARRIER WINTER;14548; ; ;8019227249699;2496900; ; ; ; ;9;224.5;89.1;EUR;8001333;PIERIS GOMME S.R.L.;SAN CANZIAN D'ISONZO
PIRELLI;201803;PIRELLI;Moto   ; ; ; ;0;100;80;16;50;T; ; ;MT75 FRONT;3320; ; ;8019227031744;317400; ; ; ; ;1;54;20.11;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Moto   ; ; ; ;0;120;80;16;60;T; ; ;MT 75;5021; ; ;8019227031751;317500; ; ; ; ;1;69;25.7;EUR;8040786;FERRARI GOMME SNC;ROZZANO FRAZ.QUINTO DE'STAMPI
PIRELLI;201803;PIRELLI;Moto; ; ; ;0;180;55;17;73;W; ; ;ANGEL GT;6346; ; ;8019227231762;2317600; ; ; ; ;1;240;108.19;EUR;8019631;FURLANGOMME SRL;UDINE
PIRELLI;201803;PIRELLI;Moto; ; ; ;0;190;50;17;73;W; ; ;ANGEL GT;7028; ; ;8019227232134;2321300; ; ; ; ;1;263;123.61;EUR;8018852;GOMMOLO SRL;ALBANO LAZIALE
PIRELLI;201803;PIRELLI;Moto; ; ; ;0;120;70;17;58;W; ; ;ANGEL GT FRONT;4436; ; ;8019227238761;2387600; ; ; ; ;2;183;82.5;EUR;8019631;FURLANGOMME SRL;UDINE
PIRELLI;201803;PIRELLI;Moto; ; ; ;0;120;70;17;58;W; ; ;ANGEL GT FRONT;4395; ; ;8019227249729;2497200; ; ; ; ;1;190;89.3;EUR;8018852;GOMMOLO SRL;ALBANO LAZIALE
